INSERT INTO Orders (order_id, order_price, order_date, return_date, duration_rent, customer_id, employee_id, payment_id, return_id, car_id) VALUES
('O00446', 1200000, '2025-01-12', '2025-01-14', 2, 'CS02762', 'EP002', 'PM00446', 'RT00446', 'C061'),
('O00447', 700000, '2024-07-17', '2024-07-24', 7, 'CS04451', 'EP004', 'PM00447', 'RT00447', 'C037'),
('O00448', 2000000, '2024-05-27', '2024-06-03', 7, 'CS02084', 'EP007', 'PM00448', 'RT00448', 'C085'),
('O00449', 1500000, '2024-05-16', '2024-05-19', 3, 'CS02239', 'EP009', 'PM00449', 'RT00449', 'C093'),
('O00450', 2000000, '2024-06-21', '2024-06-28', 7, 'CS07282', 'EP003', 'PM00450', 'RT00450', 'C047'),
('O00451', 700000, '2025-05-22', '2025-05-27', 5, 'CS07155', 'EP009', 'PM00451', 'RT00451', 'C076'),
('O00452', 200000, '2024-04-25', '2024-04-27', 2, 'CS08262', 'EP007', 'PM00452', 'RT00452', 'C030'),
('O00453', 700000, '2024-06-29', '2024-07-03', 4, 'CS02878', 'EP006', 'PM00453', 'RT00453', 'C006'),
('O00454', 1200000, '2024-02-06', '2024-02-11', 5, 'CS03734', 'EP006', 'PM00454', 'RT00454', 'C065'),
('O00455', 400000, '2025-01-23', '2025-01-29', 6, 'CS05137', 'EP005', 'PM00455', 'RT00455', 'C072'),
('O00456', 200000, '2024-02-26', '2024-02-28', 2, 'CS04533', 'EP008', 'PM00456', 'RT00456', 'C047'),
('O00457', 1200000, '2025-09-24', '2025-10-01', 7, 'CS08934', 'EP002', 'PM00457', 'RT00457', 'C066'),
('O00458', 1750000, '2025-03-29', '2025-04-03', 5, 'CS07965', 'EP007', 'PM00458', 'RT00458', 'C060'),
('O00459', 350000, '2024-09-27', '2024-10-04', 7, 'CS02968', 'EP006', 'PM00459', 'RT00459', 'C083'),
('O00460', 1750000, '2024-05-14', '2024-05-19', 5, 'CS05436', 'EP008', 'PM00460', 'RT00460', 'C034'),
('O00461', 400000, '2025-12-21', '2025-12-24', 3, 'CS04937', 'EP008', 'PM00461', 'RT00461', 'C095'),
('O00462', 700000, '2024-03-22', '2024-03-25', 3, 'CS05502', 'EP009', 'PM00462', 'RT00462', 'C099'),
('O00463', 350000, '2025-08-27', '2025-08-28', 1, 'CS02072', 'EP003', 'PM00463', 'RT00463', 'C060'),
('O00464', 900000, '2025-02-06', '2025-02-12', 6, 'CS03328', 'EP002', 'PM00464', 'RT00464', 'C069'),
('O00465', 1500000, '2024-04-03', '2024-04-04', 1, 'CS00897', 'EP007', 'PM00465', 'RT00465', 'C001'),
('O00466', 700000, '2025-11-13', '2025-11-18', 5, 'CS05856', 'EP005', 'PM00466', 'RT00466', 'C012'),
('O00467', 350000, '2025-09-27', '2025-10-04', 7, 'CS06650', 'EP001', 'PM00467', 'RT00467', 'C025'),
('O00468', 200000, '2025-09-20', '2025-09-22', 2, 'CS03703', 'EP004', 'PM00468', 'RT00468', 'C023'),
('O00469', 1750000, '2024-07-15', '2024-07-22', 7, 'CS06523', 'EP002', 'PM00469', 'RT00469', 'C003'),
('O00470', 1200000, '2024-01-07', '2024-01-09', 2, 'CS01495', 'EP001', 'PM00470', 'RT00470', 'C088'),
('O00471', 350000, '2024-05-05', '2024-05-06', 1, 'CS03278', 'EP001', 'PM00471', 'RT00471', 'C043'),
('O00472', 2000000, '2025-12-03', '2025-12-07', 4, 'CS07647', 'EP002', 'PM00472', 'RT00472', 'C072'),
('O00473', 700000, '2024-08-31', '2024-09-05', 5, 'CS08465', 'EP002', 'PM00473', 'RT00473', 'C081'),
('O00474', 200000, '2025-09-24', '2025-09-29', 5, 'CS07665', 'EP001', 'PM00474', 'RT00474', 'C003'),
('O00475', 2000000, '2024-08-09', '2024-08-13', 4, 'CS06443', 'EP005', 'PM00475', 'RT00475', 'C068'),
('O00476', 1750000, '2024-06-24', '2024-06-27', 3, 'CS08966', 'EP006', 'PM00476', 'RT00476', 'C014'),
('O00477', 900000, '2024-07-24', '2024-07-26', 2, 'CS07480', 'EP006', 'PM00477', 'RT00477', 'C031'),
('O00478', 1750000, '2024-11-20', '2024-11-24', 4, 'CS00334', 'EP010', 'PM00478', 'RT00478', 'C060'),
('O00479', 1500000, '2024-12-12', '2024-12-14', 2, 'CS07104', 'EP007', 'PM00479', 'RT00479', 'C054'),
('O00480', 1500000, '2025-04-09', '2025-04-11', 2, 'CS06264', 'EP004', 'PM00480', 'RT00480', 'C015'),
('O00481', 900000, '2025-06-14', '2025-06-18', 4, 'CS02204', 'EP009', 'PM00481', 'RT00481', 'C062'),
('O00482', 1500000, '2024-12-05', '2024-12-07', 2, 'CS03419', 'EP007', 'PM00482', 'RT00482', 'C078'),
('O00483', 500000, '2025-08-27', '2025-08-28', 1, 'CS09442', 'EP003', 'PM00483', 'RT00483', 'C051'),
('O00484', 1750000, '2025-10-25', '2025-10-28', 3, 'CS05690', 'EP003', 'PM00484', 'RT00484', 'C048'),
('O00485', 350000, '2024-11-17', '2024-11-19', 2, 'CS00804', 'EP009', 'PM00485', 'RT00485', 'C062'),
('O00486', 400000, '2025-01-25', '2025-01-31', 6, 'CS04164', 'EP008', 'PM00486', 'RT00486', 'C035'),
('O00487', 1750000, '2025-07-16', '2025-07-22', 6, 'CS09971', 'EP008', 'PM00487', 'RT00487', 'C029'),
('O00488', 350000, '2024-02-18', '2024-02-21', 3, 'CS03885', 'EP002', 'PM00488', 'RT00488', 'C086'),
('O00489', 200000, '2024-06-24', '2024-06-25', 1, 'CS04095', 'EP001', 'PM00489', 'RT00489', 'C053'),
('O00490', 2000000, '2025-08-23', '2025-08-24', 1, 'CS03781', 'EP006', 'PM00490', 'RT00490', 'C080'),
('O00491', 1500000, '2024-08-03', '2024-08-09', 6, 'CS06045', 'EP007', 'PM00491', 'RT00491', 'C017'),
('O00492', 900000, '2025-07-12', '2025-07-18', 6, 'CS08574', 'EP008', 'PM00492', 'RT00492', 'C048'),
('O00493', 500000, '2025-03-29', '2025-04-02', 4, 'CS04021', 'EP007', 'PM00493', 'RT00493', 'C085'),
('O00494', 1750000, '2025-09-28', '2025-10-05', 7, 'CS03560', 'EP003', 'PM00494', 'RT00494', 'C067'),
('O00495', 200000, '2025-02-21', '2025-02-24', 3, 'CS05822', 'EP005', 'PM00495', 'RT00495', 'C034'),
('O00496', 2000000, '2024-05-19', '2024-05-24', 5, 'CS03129', 'EP002', 'PM00496', 'RT00496', 'C070'),
('O00497', 1750000, '2024-12-23', '2024-12-24', 1, 'CS00445', 'EP010', 'PM00497', 'RT00497', 'C007'),
('O00498', 1500000, '2025-09-09', '2025-09-11', 2, 'CS02168', 'EP009', 'PM00498', 'RT00498', 'C091'),
('O00499', 700000, '2024-06-30', '2024-07-04', 4, 'CS01060', 'EP004', 'PM00499', 'RT00499', 'C046'),
('O00500', 1500000, '2024-10-14', '2024-10-16', 2, 'CS04722', 'EP004', 'PM00500', 'RT00500', 'C049'),
('O00501', 350000, '2024-06-13', '2024-06-20', 7, 'CS08184', 'EP004', 'PM00501', 'RT00501', 'C070'),
('O00502', 1500000, '2024-07-13', '2024-07-20', 7, 'CS09867', 'EP007', 'PM00502', 'RT00502', 'C100'),
('O00503', 350000, '2025-10-28', '2025-10-31', 3, 'CS01818', 'EP003', 'PM00503', 'RT00503', 'C019'),
('O00504', 500000, '2024-06-14', '2024-06-21', 7, 'CS08231', 'EP003', 'PM00504', 'RT00504', 'C023'),
('O00505', 500000, '2025-07-01', '2025-07-03', 2, 'CS09114', 'EP010', 'PM00505', 'RT00505', 'C086'),
('O00506', 1750000, '2024-04-17', '2024-04-24', 7, 'CS03549', 'EP003', 'PM00506', 'RT00506', 'C027'),
('O00507', 1750000, '2024-06-09', '2024-06-14', 5, 'CS07633', 'EP010', 'PM00507', 'RT00507', 'C075'),
('O00508', 700000, '2025-10-09', '2025-10-10', 1, 'CS03462', 'EP009', 'PM00508', 'RT00508', 'C096'),
('O00509', 2000000, '2024-05-16', '2024-05-21', 5, 'CS07154', 'EP007', 'PM00509', 'RT00509', 'C018'),
('O00510', 200000, '2024-02-27', '2024-03-02', 4, 'CS03611', 'EP002', 'PM00510', 'RT00510', 'C011'),
('O00511', 900000, '2025-03-24', '2025-03-31', 7, 'CS03310', 'EP010', 'PM00511', 'RT00511', 'C064'),
('O00512', 350000, '2024-01-31', '2024-02-07', 7, 'CS08141', 'EP002', 'PM00512', 'RT00512', 'C083'),
('O00513', 350000, '2024-12-27', '2024-12-30', 3, 'CS01801', 'EP006', 'PM00513', 'RT00513', 'C054'),
('O00514', 2000000, '2024-10-12', '2024-10-18', 6, 'CS04329', 'EP010', 'PM00514', 'RT00514', 'C057'),
('O00515', 500000, '2025-02-25', '2025-03-03', 6, 'CS09840', 'EP008', 'PM00515', 'RT00515', 'C009'),
('O00516', 900000, '2025-09-14', '2025-09-18', 4, 'CS08270', 'EP010', 'PM00516', 'RT00516', 'C008'),
('O00517', 2000000, '2025-01-22', '2025-01-24', 2, 'CS02997', 'EP004', 'PM00517', 'RT00517', 'C020'),
('O00518', 200000, '2025-07-15', '2025-07-22', 7, 'CS09617', 'EP002', 'PM00518', 'RT00518', 'C083'),
('O00519', 2000000, '2025-09-19', '2025-09-20', 1, 'CS06223', 'EP010', 'PM00519', 'RT00519', 'C010'),
('O00520', 2000000, '2024-07-31', '2024-08-02', 2, 'CS04664', 'EP009', 'PM00520', 'RT00520', 'C011'),
('O00521', 1500000, '2025-06-17', '2025-06-21', 4, 'CS05545', 'EP009', 'PM00521', 'RT00521', 'C013'),
('O00522', 700000, '2024-03-17', '2024-03-20', 3, 'CS06347', 'EP010', 'PM00522', 'RT00522', 'C069'),
('O00523', 1500000, '2025-09-18', '2025-09-25', 7, 'CS06282', 'EP003', 'PM00523', 'RT00523', 'C061'),
('O00524', 350000, '2025-07-23', '2025-07-27', 4, 'CS02280', 'EP001', 'PM00524', 'RT00524', 'C042'),
('O00525', 500000, '2025-10-24', '2025-10-29', 5, 'CS04472', 'EP003', 'PM00525', 'RT00525', 'C008'),
('O00526', 400000, '2024-09-10', '2024-09-13', 3, 'CS04400', 'EP010', 'PM00526', 'RT00526', 'C055'),
('O00527', 350000, '2025-12-03', '2025-12-07', 4, 'CS02138', 'EP003', 'PM00527', 'RT00527', 'C018'),
('O00528', 2000000, '2025-07-19', '2025-07-22', 3, 'CS09288', 'EP007', 'PM00528', 'RT00528', 'C009'),
('O00529', 700000, '2025-10-31', '2025-11-02', 2, 'CS07151', 'EP008', 'PM00529', 'RT00529', 'C034'),
('O00530', 900000, '2025-12-27', '2026-01-01', 5, 'CS00364', 'EP002', 'PM00530', 'RT00530', 'C036'),
('O00531', 1500000, '2025-04-29', '2025-05-01', 2, 'CS04982', 'EP004', 'PM00531', 'RT00531', 'C080'),
('O00532', 1200000, '2024-01-01', '2024-01-02', 1, 'CS00559', 'EP001', 'PM00532', 'RT00532', 'C011'),
('O00533', 400000, '2024-02-18', '2024-02-23', 5, 'CS02159', 'EP008', 'PM00533', 'RT00533', 'C086'),
('O00534', 2000000, '2024-06-16', '2024-06-20', 4, 'CS08727', 'EP003', 'PM00534', 'RT00534', 'C085'),
('O00535', 700000, '2025-03-10', '2025-03-13', 3, 'CS08427', 'EP007', 'PM00535', 'RT00535', 'C019'),
('O00536', 1500000, '2025-07-29', '2025-07-31', 2, 'CS09770', 'EP002', 'PM00536', 'RT00536', 'C042'),
('O00537', 2000000, '2024-11-26', '2024-12-01', 5, 'CS07490', 'EP007', 'PM00537', 'RT00537', 'C050'),
('O00538', 1750000, '2024-10-31', '2024-11-02', 2, 'CS09578', 'EP003', 'PM00538', 'RT00538', 'C043'),
('O00539', 700000, '2024-06-20', '2024-06-23', 3, 'CS04740', 'EP005', 'PM00539', 'RT00539', 'C007'),
('O00540', 700000, '2025-06-19', '2025-06-22', 3, 'CS04231', 'EP004', 'PM00540', 'RT00540', 'C007'),
('O00541', 200000, '2025-08-14', '2025-08-21', 7, 'CS08626', 'EP010', 'PM00541', 'RT00541', 'C008'),
('O00542', 700000, '2024-02-08', '2024-02-10', 2, 'CS01665', 'EP003', 'PM00542', 'RT00542', 'C038'),
('O00543', 2000000, '2024-02-20', '2024-02-24', 4, 'CS02209', 'EP002', 'PM00543', 'RT00543', 'C031'),
('O00544', 1500000, '2025-05-18', '2025-05-22', 4, 'CS05339', 'EP002', 'PM00544', 'RT00544', 'C077'),
('O00545', 1750000, '2025-05-21', '2025-05-24', 3, 'CS01429', 'EP010', 'PM00545', 'RT00545', 'C003'),
('O00546', 500000, '2025-12-30', '2026-01-03', 4, 'CS09520', 'EP004', 'PM00546', 'RT00546', 'C008'),
('O00547', 1200000, '2025-07-02', '2025-07-05', 3, 'CS00474', 'EP007', 'PM00547', 'RT00547', 'C093'),
('O00548', 200000, '2025-08-28', '2025-09-04', 7, 'CS07702', 'EP006', 'PM00548', 'RT00548', 'C053'),
('O00549', 900000, '2025-02-15', '2025-02-17', 2, 'CS04720', 'EP008', 'PM00549', 'RT00549', 'C010'),
('O00550', 2000000, '2024-10-19', '2024-10-21', 2, 'CS05028', 'EP009', 'PM00550', 'RT00550', 'C061'),
('O00551', 400000, '2024-10-11', '2024-10-12', 1, 'CS03994', 'EP003', 'PM00551', 'RT00551', 'C028'),
('O00552', 400000, '2024-07-31', '2024-08-05', 5, 'CS00351', 'EP004', 'PM00552', 'RT00552', 'C012'),
('O00553', 2000000, '2025-04-21', '2025-04-27', 6, 'CS04612', 'EP007', 'PM00553', 'RT00553', 'C063'),
('O00554', 500000, '2025-07-13', '2025-07-18', 5, 'CS00755', 'EP009', 'PM00554', 'RT00554', 'C041'),
('O00555', 700000, '2025-11-15', '2025-11-19', 4, 'CS06615', 'EP001', 'PM00555', 'RT00555', 'C092'),
('O00556', 350000, '2025-02-26', '2025-02-28', 2, 'CS09930', 'EP004', 'PM00556', 'RT00556', 'C012'),
('O00557', 500000, '2025-05-01', '2025-05-08', 7, 'CS04569', 'EP008', 'PM00557', 'RT00557', 'C095'),
('O00558', 2000000, '2025-09-16', '2025-09-23', 7, 'CS07166', 'EP007', 'PM00558', 'RT00558', 'C008'),
('O00559', 1750000, '2024-05-03', '2024-05-04', 1, 'CS02226', 'EP003', 'PM00559', 'RT00559', 'C073'),
('O00560', 900000, '2025-03-01', '2025-03-05', 4, 'CS05555', 'EP007', 'PM00560', 'RT00560', 'C029'),
('O00561', 1200000, '2025-10-22', '2025-10-28', 6, 'CS08552', 'EP010', 'PM00561', 'RT00561', 'C039'),
('O00562', 1500000, '2025-12-21', '2025-12-25', 4, 'CS01339', 'EP001', 'PM00562', 'RT00562', 'C023'),
('O00563', 700000, '2024-04-13', '2024-04-18', 5, 'CS08810', 'EP010', 'PM00563', 'RT00563', 'C057'),
('O00564', 200000, '2024-02-26', '2024-02-28', 2, 'CS04464', 'EP003', 'PM00564', 'RT00564', 'C020'),
('O00565', 400000, '2025-08-12', '2025-08-19', 7, 'CS03778', 'EP008', 'PM00565', 'RT00565', 'C047'),
('O00566', 2000000, '2024-08-21', '2024-08-24', 3, 'CS01899', 'EP003', 'PM00566', 'RT00566', 'C096'),
('O00567', 1750000, '2025-10-30', '2025-11-03', 4, 'CS04545', 'EP010', 'PM00567', 'RT00567', 'C037'),
('O00568', 200000, '2024-11-13', '2024-11-14', 1, 'CS02277', 'EP004', 'PM00568', 'RT00568', 'C040'),
('O00569', 1750000, '2024-12-27', '2024-12-30', 3, 'CS04617', 'EP004', 'PM00569', 'RT00569', 'C033'),
('O00570', 2000000, '2024-08-15', '2024-08-22', 7, 'CS00017', 'EP006', 'PM00570', 'RT00570', 'C017'),
('O00571', 1500000, '2025-12-17', '2025-12-20', 3, 'CS07992', 'EP005', 'PM00571', 'RT00571', 'C023'),
('O00572', 1200000, '2024-03-01', '2024-03-03', 2, 'CS09102', 'EP008', 'PM00572', 'RT00572', 'C066'),
('O00573', 1750000, '2024-08-21', '2024-08-28', 7, 'CS09087', 'EP007', 'PM00573', 'RT00573', 'C069'),
('O00574', 1500000, '2024-11-25', '2024-12-01', 6, 'CS09523', 'EP002', 'PM00574', 'RT00574', 'C028'),
('O00575', 1750000, '2024-04-24', '2024-04-25', 1, 'CS03707', 'EP002', 'PM00575', 'RT00575', 'C051'),
('O00576', 500000, '2024-01-01', '2024-01-04', 3, 'CS09092', 'EP005', 'PM00576', 'RT00576', 'C040'),
('O00577', 400000, '2025-10-01', '2025-10-08', 7, 'CS07674', 'EP007', 'PM00577', 'RT00577', 'C053'),
('O00578', 2000000, '2025-03-06', '2025-03-11', 5, 'CS02771', 'EP008', 'PM00578', 'RT00578', 'C070'),
('O00579', 1200000, '2024-01-11', '2024-01-15', 4, 'CS08848', 'EP005', 'PM00579', 'RT00579', 'C041'),
('O00580', 1500000, '2024-01-29', '2024-01-30', 1, 'CS07483', 'EP003', 'PM00580', 'RT00580', 'C017'),
('O00581', 700000, '2024-06-02', '2024-06-03', 1, 'CS01357', 'EP010', 'PM00581', 'RT00581', 'C029'),
('O00582', 1750000, '2025-06-11', '2025-06-17', 6, 'CS01739', 'EP003', 'PM00582', 'RT00582', 'C060'),
('O00583', 1750000, '2025-08-23', '2025-08-29', 6, 'CS06196', 'EP009', 'PM00583', 'RT00583', 'C020'),
('O00584', 400000, '2025-07-29', '2025-08-05', 7, 'CS02489', 'EP004', 'PM00584', 'RT00584', 'C019'),
('O00585', 1750000, '2025-06-30', '2025-07-01', 1, 'CS09408', 'EP009', 'PM00585', 'RT00585', 'C053'),
('O00586', 1200000, '2024-07-19', '2024-07-26', 7, 'CS06592', 'EP004', 'PM00586', 'RT00586', 'C050'),
('O00587', 900000, '2024-10-28', '2024-10-29', 1, 'CS08604', 'EP008', 'PM00587', 'RT00587', 'C100'),
('O00588', 400000, '2025-04-15', '2025-04-17', 2, 'CS04168', 'EP005', 'PM00588', 'RT00588', 'C024'),
('O00589', 400000, '2025-12-05', '2025-12-10', 5, 'CS05806', 'EP004', 'PM00589', 'RT00589', 'C053'),
('O00590', 350000, '2025-12-26', '2025-12-29', 3, 'CS04829', 'EP003', 'PM00590', 'RT00590', 'C069'),
('O00591', 400000, '2025-07-22', '2025-07-29', 7, 'CS03435', 'EP003', 'PM00591', 'RT00591', 'C069'),
('O00592', 1750000, '2024-02-15', '2024-02-19', 4, 'CS08853', 'EP006', 'PM00592', 'RT00592', 'C052'),
('O00593', 900000, '2025-01-06', '2025-01-08', 2, 'CS07818', 'EP001', 'PM00593', 'RT00593', 'C085'),
('O00594', 200000, '2025-02-16', '2025-02-19', 3, 'CS01567', 'EP006', 'PM00594', 'RT00594', 'C039'),
('O00595', 200000, '2024-10-08', '2024-10-14', 6, 'CS00057', 'EP007', 'PM00595', 'RT00595', 'C007'),
('O00596', 200000, '2025-03-07', '2025-03-08', 1, 'CS09576', 'EP003', 'PM00596', 'RT00596', 'C014'),
('O00597', 900000, '2025-10-19', '2025-10-24', 5, 'CS08439', 'EP005', 'PM00597', 'RT00597', 'C031'),
('O00598', 350000, '2024-05-01', '2024-05-05', 4, 'CS02571', 'EP008', 'PM00598', 'RT00598', 'C033'),
('O00599', 1500000, '2024-12-15', '2024-12-22', 7, 'CS02573', 'EP001', 'PM00599', 'RT00599', 'C059'),
('O00600', 700000, '2024-04-23', '2024-04-29', 6, 'CS06073', 'EP008', 'PM00600', 'RT00600', 'C024'),
('O00601', 1750000, '2025-03-26', '2025-04-02', 7, 'CS05920', 'EP004', 'PM00601', 'RT00601', 'C063'),
('O00602', 350000, '2024-10-17', '2024-10-19', 2, 'CS07076', 'EP003', 'PM00602', 'RT00602', 'C075'),
('O00603', 1200000, '2024-04-09', '2024-04-15', 6, 'CS08881', 'EP010', 'PM00603', 'RT00603', 'C014'),
('O00604', 350000, '2024-12-21', '2024-12-26', 5, 'CS03630', 'EP004', 'PM00604', 'RT00604', 'C055'),
('O00605', 2000000, '2025-05-16', '2025-05-20', 4, 'CS07857', 'EP003', 'PM00605', 'RT00605', 'C023'),
('O00606', 2000000, '2024-07-27', '2024-07-29', 2, 'CS08203', 'EP005', 'PM00606', 'RT00606', 'C081'),
('O00607', 350000, '2025-01-02', '2025-01-05', 3, 'CS04486', 'EP007', 'PM00607', 'RT00607', 'C018'),
('O00608', 1750000, '2024-07-03', '2024-07-09', 6, 'CS06785', 'EP008', 'PM00608', 'RT00608', 'C069'),
('O00609', 400000, '2024-12-26', '2024-12-27', 1, 'CS09502', 'EP001', 'PM00609', 'RT00609', 'C076'),
('O00610', 400000, '2025-08-09', '2025-08-14', 5, 'CS07002', 'EP002', 'PM00610', 'RT00610', 'C075'),
('O00611', 500000, '2024-08-08', '2024-08-14', 6, 'CS09535', 'EP006', 'PM00611', 'RT00611', 'C090'),
('O00612', 1500000, '2025-06-10', '2025-06-17', 7, 'CS09204', 'EP001', 'PM00612', 'RT00612', 'C024'),
('O00613', 1750000, '2024-11-01', '2024-11-03', 2, 'CS00807', 'EP002', 'PM00613', 'RT00613', 'C090'),
('O00614', 500000, '2024-03-15', '2024-03-19', 4, 'CS02927', 'EP005', 'PM00614', 'RT00614', 'C008'),
('O00615', 400000, '2025-05-12', '2025-05-14', 2, 'CS01354', 'EP008', 'PM00615', 'RT00615', 'C063'),
('O00616', 900000, '2024-04-16', '2024-04-18', 2, 'CS03482', 'EP002', 'PM00616', 'RT00616', 'C027'),
('O00617', 700000, '2025-02-01', '2025-02-04', 3, 'CS04084', 'EP005', 'PM00617', 'RT00617', 'C046'),
('O00618', 900000, '2025-02-25', '2025-03-04', 7, 'CS02787', 'EP002', 'PM00618', 'RT00618', 'C042'),
('O00619', 900000, '2025-06-27', '2025-06-30', 3, 'CS06754', 'EP008', 'PM00619', 'RT00619', 'C093'),
('O00620', 700000, '2025-09-18', '2025-09-25', 7, 'CS05946', 'EP005', 'PM00620', 'RT00620', 'C052'),
('O00621', 900000, '2025-07-18', '2025-07-21', 3, 'CS02260', 'EP003', 'PM00621', 'RT00621', 'C065'),
('O00622', 500000, '2024-05-25', '2024-05-31', 6, 'CS00863', 'EP003', 'PM00622', 'RT00622', 'C042'),
('O00623', 200000, '2024-01-25', '2024-01-28', 3, 'CS08983', 'EP006', 'PM00623', 'RT00623', 'C045'),
('O00624', 2000000, '2024-09-21', '2024-09-28', 7, 'CS02558', 'EP007', 'PM00624', 'RT00624', 'C048'),
('O00625', 400000, '2025-10-14', '2025-10-16', 2, 'CS09973', 'EP010', 'PM00625', 'RT00625', 'C023'),
('O00626', 1200000, '2025-11-03', '2025-11-10', 7, 'CS06245', 'EP009', 'PM00626', 'RT00626', 'C026'),
('O00627', 350000, '2024-02-05', '2024-02-09', 4, 'CS00949', 'EP005', 'PM00627', 'RT00627', 'C088'),
('O00628', 1500000, '2024-11-29', '2024-12-06', 7, 'CS03365', 'EP001', 'PM00628', 'RT00628', 'C010'),
('O00629', 1200000, '2025-11-27', '2025-12-01', 4, 'CS00266', 'EP002', 'PM00629', 'RT00629', 'C043'),
('O00630', 1750000, '2025-02-11', '2025-02-17', 6, 'CS00226', 'EP006', 'PM00630', 'RT00630', 'C054'),
('O00631', 1200000, '2024-08-02', '2024-08-07', 5, 'CS07847', 'EP008', 'PM00631', 'RT00631', 'C087'),
('O00632', 1500000, '2025-10-13', '2025-10-17', 4, 'CS07440', 'EP007', 'PM00632', 'RT00632', 'C091'),
('O00633', 1200000, '2024-01-09', '2024-01-16', 7, 'CS09980', 'EP002', 'PM00633', 'RT00633', 'C039'),
('O00634', 350000, '2025-08-08', '2025-08-13', 5, 'CS02988', 'EP002', 'PM00634', 'RT00634', 'C050'),
('O00635', 500000, '2024-08-11', '2024-08-15', 4, 'CS04131', 'EP008', 'PM00635', 'RT00635', 'C074'),
('O00636', 1200000, '2025-02-03', '2025-02-09', 6, 'CS03495', 'EP007', 'PM00636', 'RT00636', 'C005'),
('O00637', 1750000, '2024-03-12', '2024-03-18', 6, 'CS08478', 'EP008', 'PM00637', 'RT00637', 'C089'),
('O00638', 500000, '2025-11-21', '2025-11-27', 6, 'CS03657', 'EP010', 'PM00638', 'RT00638', 'C037'),
('O00639', 400000, '2024-11-18', '2024-11-19', 1, 'CS03003', 'EP010', 'PM00639', 'RT00639', 'C018'),
('O00640', 700000, '2025-01-28', '2025-01-31', 3, 'CS05052', 'EP010', 'PM00640', 'RT00640', 'C057'),
('O00641', 500000, '2024-04-16', '2024-04-18', 2, 'CS04428', 'EP010', 'PM00641', 'RT00641', 'C080'),
('O00642', 1750000, '2024-05-23', '2024-05-25', 2, 'CS08326', 'EP008', 'PM00642', 'RT00642', 'C007'),
('O00643', 400000, '2025-01-21', '2025-01-25', 4, 'CS04700', 'EP004', 'PM00643', 'RT00643', 'C099'),
('O00644', 2000000, '2024-04-04', '2024-04-09', 5, 'CS08234', 'EP006', 'PM00644', 'RT00644', 'C095'),
('O00645', 1200000, '2025-12-14', '2025-12-18', 4, 'CS07326', 'EP006', 'PM00645', 'RT00645', 'C004'),
('O00646', 1200000, '2025-10-06', '2025-10-09', 3, 'CS05850', 'EP007', 'PM00646', 'RT00646', 'C081'),
('O00647', 400000, '2025-03-26', '2025-03-29', 3, 'CS03781', 'EP003', 'PM00647', 'RT00647', 'C063'),
('O00648', 1500000, '2024-06-13', '2024-06-17', 4, 'CS00239', 'EP001', 'PM00648', 'RT00648', 'C099'),
('O00649', 500000, '2024-01-18', '2024-01-19', 1, 'CS03404', 'EP008', 'PM00649', 'RT00649', 'C040'),
('O00650', 200000, '2024-08-10', '2024-08-13', 3, 'CS08291', 'EP004', 'PM00650', 'RT00650', 'C058'),
('O00651', 350000, '2025-05-06', '2025-05-09', 3, 'CS04074', 'EP010', 'PM00651', 'RT00651', 'C064'),
('O00652', 900000, '2025-06-19', '2025-06-24', 5, 'CS02141', 'EP008', 'PM00652', 'RT00652', 'C017'),
('O00653', 700000, '2025-08-25', '2025-09-01', 7, 'CS03240', 'EP001', 'PM00653', 'RT00653', 'C097'),
('O00654', 200000, '2024-01-05', '2024-01-07', 2, 'CS08322', 'EP009', 'PM00654', 'RT00654', 'C094'),
('O00655', 900000, '2025-01-10', '2025-01-11', 1, 'CS00742', 'EP010', 'PM00655', 'RT00655', 'C050'),
('O00656', 900000, '2024-09-24', '2024-09-30', 6, 'CS01136', 'EP008', 'PM00656', 'RT00656', 'C077'),
('O00657', 900000, '2024-08-07', '2024-08-08', 1, 'CS04009', 'EP009', 'PM00657', 'RT00657', 'C098'),
('O00658', 500000, '2025-04-10', '2025-04-17', 7, 'CS07528', 'EP001', 'PM00658', 'RT00658', 'C050'),
('O00659', 1750000, '2025-09-19', '2025-09-25', 6, 'CS05162', 'EP010', 'PM00659', 'RT00659', 'C034'),
('O00660', 1500000, '2025-05-18', '2025-05-25', 7, 'CS04689', 'EP010', 'PM00660', 'RT00660', 'C003'),
('O00661', 200000, '2025-04-24', '2025-04-26', 2, 'CS08372', 'EP008', 'PM00661', 'RT00661', 'C026'),
('O00662', 2000000, '2025-07-09', '2025-07-16', 7, 'CS09095', 'EP004', 'PM00662', 'RT00662', 'C034'),
('O00663', 350000, '2024-08-28', '2024-09-03', 6, 'CS04282', 'EP002', 'PM00663', 'RT00663', 'C087'),
('O00664', 1500000, '2024-10-12', '2024-10-15', 3, 'CS09087', 'EP004', 'PM00664', 'RT00664', 'C082'),
('O00665', 1200000, '2025-04-07', '2025-04-11', 4, 'CS06480', 'EP006', 'PM00665', 'RT00665', 'C076'),
('O00666', 2000000, '2024-11-24', '2024-11-25', 1, 'CS07495', 'EP009', 'PM00666', 'RT00666', 'C096'),
('O00667', 1750000, '2024-02-01', '2024-02-06', 5, 'CS04876', 'EP007', 'PM00667', 'RT00667', 'C071'),
('O00668', 1750000, '2025-11-13', '2025-11-15', 2, 'CS07150', 'EP002', 'PM00668', 'RT00668', 'C074'),
